id,user_id,merchant_id,device_id,ip_id,amount,timestamp,status
T0001617,U00394,M00045,D00150,IP00373,17306.67,2024-04-03T21:56:25.592435,Approved
T0001618,U00950,M00088,D00089,IP00963,12802.83,2024-03-23T21:56:25.592442,Approved
T0001619,U00511,M00053,D00454,IP00099,5660.43,2024-01-26T21:56:25.592450,Flagged
T0001620,U00793,M00033,D00209,IP00210,1491.9,2024-03-14T21:56:25.592457,Approved
T0001621,U00555,M00050,D00160,IP00041,15772.71,2024-07-17T21:56:25.592464,Approved
T0001622,U00877,M00088,D00265,IP00631,14712.65,2023-10-22T21:56:25.592472,Declined
T0001623,U00067,M00060,D00107,IP00157,11564.9,2024-08-21T21:56:25.592479,Approved
T0001624,U00106,M00092,D00054,IP00540,16971.09,2023-10-18T21:56:25.592486,Approved
T0001625,U00822,M00073,D00483,IP00801,6125.39,2023-12-31T21:56:25.592493,Declined
T0001626,U00286,M00075,D00207,IP00683,18224.74,2024-01-10T21:56:25.592500,Approved
T0001627,U00613,M00025,D00319,IP00395,4375.16,2023-12-24T21:56:25.592508,Declined
T0001628,U00755,M00091,D00324,IP00813,14611.15,2024-02-05T21:56:25.592515,Approved
T0001629,U00295,M00067,D00318,IP00158,11651.13,2023-10-26T21:56:25.592525,Approved
T0001630,U00990,M00056,D00077,IP00515,15268.72,2024-09-07T21:56:25.592532,Approved
T0001631,U00195,M00096,D00244,IP00262,8866.85,2024-04-22T21:56:25.592539,Approved
T0001632,U00535,M00002,D00290,IP00372,18372.59,2024-09-27T21:56:25.592547,Flagged
T0001633,U00224,M00082,D00050,IP00000,19938.48,2024-04-18T21:56:25.592556,Declined
T0001634,U00555,M00080,D00386,IP00944,19371.33,2023-10-18T21:56:25.592563,Declined
T0001635,U00425,M00017,D00043,IP00195,17222.87,2023-10-08T21:56:25.592571,Approved
T0001636,U00675,M00000,D00482,IP00228,9698.5,2024-07-09T21:56:25.592578,Approved
T0001637,U00694,M00075,D00053,IP00021,13097.68,2023-10-29T21:56:25.592586,Approved
T0001638,U00715,M00081,D00062,IP00891,18310.8,2024-05-27T21:56:25.592593,Approved
T0001639,U00260,M00072,D00197,IP00437,2964.93,2024-07-21T21:56:25.592602,Declined
T0001640,U00751,M00074,D00359,IP00927,752.67,2024-03-26T21:56:25.592609,Approved
T0001641,U00731,M00044,D00228,IP00051,7493.08,2023-11-01T21:56:25.592617,Approved
T0001642,U00909,M00086,D00012,IP00389,14975.8,2024-02-04T21:56:25.592624,Approved
T0001643,U00056,M00089,D00181,IP00349,9398.35,2023-10-05T21:56:25.592631,Approved
T0001644,U00134,M00030,D00068,IP00096,6685.54,2024-02-22T21:56:25.592639,Approved
T0001645,U00943,M00020,D00408,IP00395,5209.45,2024-06-27T21:56:25.592646,Approved
T0001646,U00029,M00028,D00057,IP00963,3959.31,2024-06-21T21:56:25.592653,Approved
T0001647,U00255,M00071,D00280,IP00858,7383.18,2024-05-19T21:56:25.592660,Approved
T0001648,U00394,M00065,D00128,IP00127,17864.02,2024-07-15T21:56:25.592668,Approved
T0001649,U00512,M00048,D00295,IP00757,806.29,2024-01-01T21:56:25.592677,Approved
T0001650,U00031,M00050,D00450,IP00360,17961.77,2024-09-24T21:56:25.592684,Approved
T0001651,U00250,M00066,D00318,IP00482,1953.0,2023-10-17T21:56:25.592692,Approved
T0001652,U00338,M00073,D00061,IP00075,7282.86,2024-09-01T21:56:25.592699,Approved
T0001653,U00368,M00084,D00341,IP00527,18996.68,2024-06-07T21:56:25.592708,Approved
T0001654,U00598,M00079,D00004,IP00362,15689.59,2024-07-14T21:56:25.592716,Declined
T0001655,U00418,M00032,D00190,IP00246,16925.54,2024-04-02T21:56:25.592723,Approved
T0001656,U00694,M00000,D00448,IP00592,17463.22,2023-11-14T21:56:25.592731,Approved
T0001657,U00146,M00045,D00135,IP00012,18508.91,2024-01-19T21:56:25.592738,Flagged
T0001658,U00301,M00084,D00163,IP00865,10451.27,2023-12-21T21:56:25.592745,Approved
T0001659,U00562,M00000,D00451,IP00079,6013.45,2024-07-31T21:56:25.592753,Declined
T0001660,U00797,M00028,D00396,IP00804,6037.62,2024-05-14T21:56:25.592790,Declined
T0001661,U00764,M00099,D00236,IP00147,14657.17,2024-05-08T21:56:25.592798,Declined
T0001662,U00777,M00020,D00164,IP00559,4840.3,2024-02-05T21:56:25.592805,Approved
T0001663,U00951,M00006,D00116,IP00712,317.51,2023-11-13T21:56:25.592815,Approved
T0001664,U00681,M00057,D00477,IP00281,16490.77,2023-12-14T21:56:25.592822,Approved
T0001665,U00704,M00056,D00430,IP00825,7284.31,2024-04-14T21:56:25.592830,Approved
T0001666,U00979,M00091,D00254,IP00550,4790.17,2024-08-19T21:56:25.592837,Approved
T0001667,U00535,M00074,D00473,IP00774,10304.99,2024-01-30T21:56:25.592844,Approved
T0001668,U00258,M00089,D00429,IP00562,12587.37,2024-05-20T21:56:25.592851,Approved
T0001669,U00062,M00046,D00219,IP00019,35.95,2024-05-10T21:56:25.592859,Approved
T0001670,U00696,M00080,D00328,IP00058,18585.39,2024-09-11T21:56:25.592866,Approved
T0001671,U00515,M00098,D00397,IP00829,1484.48,2023-10-31T21:56:25.592889,Approved
T0001672,U00479,M00082,D00484,IP00710,9283.62,2024-03-27T21:56:25.592899,Approved
T0001673,U00944,M00067,D00078,IP00867,11183.14,2023-12-24T21:56:25.592911,Declined
T0001674,U00428,M00028,D00014,IP00841,15961.81,2024-03-01T21:56:25.592918,Flagged
T0001675,U00344,M00050,D00371,IP00556,6331.42,2024-03-04T21:56:25.592925,Approved
T0001676,U00616,M00085,D00268,IP00002,17274.96,2024-07-21T21:56:25.592970,Approved
T0001677,U00090,M00093,D00037,IP00411,6118.27,2024-02-24T21:56:25.592988,Approved
T0001678,U00079,M00085,D00027,IP00382,7846.98,2024-02-09T21:56:25.592997,Approved
T0001679,U00549,M00083,D00480,IP00632,1189.31,2024-02-05T21:56:25.593009,Approved
T0001680,U00492,M00048,D00047,IP00918,17386.23,2024-04-04T21:56:25.593016,Approved
T0001681,U00084,M00068,D00196,IP00036,5437.27,2023-10-10T21:56:25.593028,Approved
T0001682,U00636,M00044,D00327,IP00697,18202.08,2024-09-01T21:56:25.593036,Approved
T0001683,U00255,M00085,D00413,IP00527,11755.33,2024-09-26T21:56:25.593044,Flagged
T0001684,U00640,M00053,D00460,IP00520,4857.56,2024-09-09T21:56:25.593051,Approved
T0001685,U00460,M00070,D00470,IP00274,3762.3,2023-10-16T21:56:25.593058,Approved
T0001686,U00560,M00032,D00118,IP00519,19148.18,2024-03-03T21:56:25.593066,Declined
T0001687,U00015,M00066,D00185,IP00845,6684.56,2023-10-12T21:56:25.593073,Approved
T0001688,U00166,M00012,D00364,IP00475,15514.08,2024-01-12T21:56:25.593081,Declined
T0001689,U00058,M00047,D00141,IP00241,3691.95,2023-12-01T21:56:25.593088,Declined
T0001690,U00781,M00071,D00100,IP00413,1342.53,2024-07-02T21:56:25.593099,Approved
T0001691,U00257,M00018,D00104,IP00977,12750.15,2023-10-07T21:56:25.593107,Approved
T0001692,U00767,M00089,D00011,IP00161,15825.47,2024-01-25T21:56:25.593187,Approved
T0001693,U00102,M00021,D00478,IP00304,6836.71,2024-02-20T21:56:25.593238,Approved
T0001694,U00579,M00098,D00424,IP00455,12869.53,2023-12-27T21:56:25.593253,Approved
T0001695,U00743,M00079,D00432,IP00327,13967.24,2024-04-10T21:56:25.593263,Approved
T0001696,U00032,M00065,D00286,IP00825,5137.71,2023-12-20T21:56:25.593272,Approved
T0001697,U00894,M00010,D00371,IP00213,18708.15,2024-08-14T21:56:25.593280,Approved
T0001698,U00854,M00056,D00304,IP00732,19977.74,2024-09-10T21:56:25.593289,Approved
T0001699,U00878,M00080,D00176,IP00568,10312.66,2024-05-07T21:56:25.593334,Approved
T0001700,U00256,M00088,D00149,IP00855,19697.73,2024-06-02T21:56:25.593352,Approved
T0001701,U00608,M00088,D00028,IP00521,6806.55,2024-06-27T21:56:25.593364,Approved
T0001702,U00575,M00088,D00026,IP00775,3924.96,2023-11-21T21:56:25.593378,Approved
T0001703,U00544,M00048,D00066,IP00458,12243.24,2023-12-24T21:56:25.593405,Approved
T0001704,U00924,M00055,D00354,IP00810,8872.65,2024-03-25T21:56:25.593419,Approved
T0001705,U00171,M00098,D00304,IP00020,8167.82,2024-03-08T21:56:25.593428,Approved
T0001706,U00354,M00016,D00175,IP00090,18101.13,2024-08-03T21:56:25.593437,Approved
T0001707,U00476,M00099,D00134,IP00623,19180.42,2024-09-17T21:56:25.593445,Approved
T0001708,U00910,M00033,D00453,IP00435,9834.84,2024-03-02T21:56:25.593454,Approved
T0001709,U00935,M00077,D00150,IP00705,9376.05,2024-05-23T21:56:25.593486,Approved
T0001710,U00829,M00082,D00340,IP00051,9759.01,2024-04-18T21:56:25.593502,Approved
T0001711,U00311,M00099,D00006,IP00641,15471.84,2024-04-10T21:56:25.593513,Declined
T0001712,U00501,M00081,D00170,IP00790,5444.53,2023-11-18T21:56:25.593521,Approved
T0001713,U00717,M00064,D00294,IP00908,257.14,2024-05-29T21:56:25.593530,Approved
T0001714,U00965,M00074,D00280,IP00397,16236.48,2023-11-21T21:56:25.593540,Approved
T0001715,U00278,M00026,D00419,IP00014,15220.26,2024-08-17T21:56:25.593552,Approved
T0001716,U00589,M00007,D00492,IP00996,10460.5,2024-01-23T21:56:25.593560,Approved
T0001717,U00497,M00039,D00391,IP00570,11884.28,2024-06-02T21:56:25.593568,Approved
T0001718,U00434,M00049,D00363,IP00726,8040.98,2024-01-10T21:56:25.593575,Approved
T0001719,U00143,M00041,D00461,IP00855,5894.69,2024-07-31T21:56:25.593583,Approved
T0001720,U00826,M00036,D00362,IP00388,6688.84,2024-08-22T21:56:25.593590,Approved
T0001721,U00467,M00036,D00104,IP00771,17263.42,2024-06-28T21:56:25.593598,Approved
T0001722,U00627,M00031,D00073,IP00735,12473.6,2024-05-24T21:56:25.593606,Declined
T0001723,U00515,M00057,D00414,IP00641,13321.3,2024-05-31T21:56:25.593613,Approved
T0001724,U00260,M00040,D00142,IP00419,8668.39,2024-08-02T21:56:25.593625,Declined
T0001725,U00017,M00047,D00370,IP00935,8236.8,2024-01-05T21:56:25.593633,Approved
T0001726,U00329,M00074,D00157,IP00904,12940.97,2023-11-18T21:56:25.593640,Approved
T0001727,U00945,M00036,D00159,IP00259,13943.44,2024-08-24T21:56:25.593648,Approved
T0001728,U00130,M00094,D00085,IP00547,19949.65,2023-11-26T21:56:25.593655,Approved
T0001729,U00988,M00087,D00347,IP00436,18591.02,2023-10-11T21:56:25.593662,Approved
T0001730,U00496,M00087,D00300,IP00189,16994.24,2024-06-09T21:56:25.593670,Approved
T0001731,U00830,M00025,D00156,IP00485,13369.71,2024-07-11T21:56:25.593685,Approved
T0001732,U00650,M00040,D00052,IP00409,15813.72,2024-05-21T21:56:25.593693,Approved
T0001733,U00028,M00084,D00374,IP00009,19389.19,2023-10-06T21:56:25.593700,Approved
T0001734,U00714,M00039,D00305,IP00560,7107.3,2024-08-27T21:56:25.593710,Declined
T0001735,U00662,M00044,D00450,IP00507,7513.76,2024-03-14T21:56:25.593717,Approved
T0001736,U00949,M00076,D00372,IP00086,6585.36,2024-06-16T21:56:25.593725,Approved
T0001737,U00176,M00031,D00415,IP00393,18631.93,2024-03-28T21:56:25.593732,Declined
T0001738,U00326,M00092,D00123,IP00565,8424.81,2024-07-28T21:56:25.593740,Approved
T0001739,U00013,M00075,D00032,IP00269,16355.07,2024-08-12T21:56:25.593747,Approved
T0001740,U00709,M00044,D00378,IP00116,4174.26,2024-03-11T21:56:25.593755,Approved
T0001741,U00933,M00071,D00002,IP00575,114.78,2024-08-08T21:56:25.593762,Flagged
T0001742,U00668,M00027,D00395,IP00208,18699.27,2024-05-23T21:56:25.593769,Approved
T0001743,U00843,M00028,D00394,IP00758,4759.88,2023-12-20T21:56:25.593777,Approved
T0001744,U00841,M00033,D00129,IP00549,10772.65,2024-09-28T21:56:25.593784,Approved
T0001745,U00862,M00058,D00009,IP00980,10228.89,2024-06-18T21:56:25.593793,Approved
T0001746,U00419,M00032,D00065,IP00398,3865.29,2024-05-19T21:56:25.593801,Declined
T0001747,U00013,M00077,D00457,IP00079,18060.23,2023-10-04T21:56:25.593808,Approved
T0001748,U00697,M00035,D00215,IP00082,2882.68,2024-01-03T21:56:25.593816,Approved
T0001749,U00539,M00007,D00137,IP00083,16186.86,2024-01-15T21:56:25.593823,Approved
T0001750,U00778,M00051,D00417,IP00850,13397.63,2023-10-27T21:56:25.593833,Declined
T0001751,U00308,M00004,D00488,IP00877,16465.09,2024-09-06T21:56:25.593840,Approved
T0001752,U00199,M00094,D00261,IP00546,6182.81,2024-04-01T21:56:25.593847,Approved
T0001753,U00295,M00055,D00486,IP00688,7001.47,2023-12-25T21:56:25.593854,Approved
T0001754,U00601,M00079,D00375,IP00369,11471.45,2023-10-15T21:56:25.593862,Approved
T0001755,U00041,M00065,D00436,IP00241,1562.64,2024-04-27T21:56:25.593870,Approved
T0001756,U00498,M00076,D00477,IP00929,18356.24,2024-07-15T21:56:25.593880,Approved
T0001757,U00343,M00087,D00204,IP00830,10101.39,2024-04-04T21:56:25.593887,Approved
T0001758,U00392,M00064,D00015,IP00118,9174.23,2024-05-14T21:56:25.593895,Approved
T0001759,U00318,M00071,D00372,IP00777,6787.37,2024-04-04T21:56:25.593902,Approved
T0001760,U00298,M00068,D00166,IP00397,10003.05,2024-02-23T21:56:25.593910,Flagged
T0001761,U00650,M00008,D00196,IP00635,19426.27,2023-12-01T21:56:25.593917,Approved
T0001762,U00095,M00033,D00455,IP00257,10172.55,2024-05-22T21:56:25.593925,Approved
T0001763,U00735,M00088,D00478,IP00358,9445.93,2024-07-06T21:56:25.593935,Approved
T0001764,U00772,M00060,D00386,IP00632,10783.65,2023-12-09T21:56:25.593943,Approved
T0001765,U00510,M00059,D00271,IP00327,5789.24,2024-07-23T21:56:25.593954,Approved
T0001766,U00471,M00005,D00276,IP00522,9569.21,2023-11-19T21:56:25.593963,Approved
T0001767,U00705,M00096,D00488,IP00044,9630.76,2024-01-11T21:56:25.593971,Declined
T0001768,U00181,M00048,D00212,IP00868,13700.38,2024-05-12T21:56:25.593978,Approved
T0001769,U00035,M00063,D00449,IP00617,17528.53,2024-09-04T21:56:25.593986,Flagged
T0001770,U00299,M00009,D00151,IP00196,11809.97,2024-08-30T21:56:25.593995,Approved
T0001771,U00545,M00099,D00396,IP00395,18031.9,2024-03-30T21:56:25.594003,Declined
T0001772,U00711,M00039,D00493,IP00869,12598.34,2024-03-24T21:56:25.594010,Declined
T0001773,U00842,M00010,D00497,IP00850,11519.36,2024-01-11T21:56:25.594017,Approved
T0001774,U00117,M00086,D00055,IP00993,4937.47,2024-06-28T21:56:25.594025,Approved
T0001775,U00863,M00070,D00199,IP00119,2100.96,2024-05-09T21:56:25.594032,Approved
T0001776,U00024,M00090,D00383,IP00318,9353.91,2024-09-27T21:56:25.594039,Approved
T0001777,U00265,M00025,D00323,IP00964,1751.54,2024-05-03T21:56:25.594049,Approved
T0001778,U00560,M00078,D00053,IP00479,16456.57,2024-04-17T21:56:25.594056,Declined
T0001779,U00245,M00035,D00204,IP00281,14918.72,2024-08-14T21:56:25.594064,Approved
T0001780,U00391,M00096,D00185,IP00863,1203.2,2024-02-29T21:56:25.594071,Approved
T0001781,U00630,M00054,D00231,IP00100,7402.95,2024-04-26T21:56:25.594078,Approved
T0001782,U00311,M00009,D00473,IP00263,14069.19,2023-10-24T21:56:25.594086,Approved
T0001783,U00196,M00074,D00103,IP00382,13511.39,2024-08-05T21:56:25.594151,Approved
T0001784,U00364,M00061,D00291,IP00803,15086.47,2024-08-15T21:56:25.594170,Approved
T0001785,U00198,M00026,D00303,IP00992,6543.62,2024-03-20T21:56:25.594179,Approved
T0001786,U00816,M00041,D00271,IP00364,9793.94,2024-03-05T21:56:25.594188,Approved
T0001787,U00952,M00099,D00324,IP00939,8646.54,2024-02-11T21:56:25.594208,Declined
T0001788,U00596,M00000,D00084,IP00098,18507.01,2024-04-09T21:56:25.594216,Approved
T0001789,U00406,M00003,D00076,IP00538,17703.27,2024-09-27T21:56:25.594226,Approved
T0001790,U00766,M00061,D00451,IP00033,7433.85,2024-03-18T21:56:25.594234,Approved
T0001791,U00297,M00029,D00409,IP00534,12477.74,2024-03-04T21:56:25.594242,Approved
T0001792,U00535,M00036,D00498,IP00445,18873.29,2023-10-20T21:56:25.594250,Approved
T0001793,U00443,M00069,D00387,IP00051,2530.67,2023-11-19T21:56:25.594257,Approved
T0001794,U00644,M00009,D00138,IP00640,1137.42,2023-10-16T21:56:25.594265,Flagged
T0001795,U00300,M00042,D00218,IP00539,4652.03,2024-02-14T21:56:25.594273,Approved
T0001796,U00038,M00096,D00241,IP00457,226.06,2023-12-15T21:56:25.594280,Approved
T0001797,U00228,M00078,D00393,IP00175,2920.76,2024-08-30T21:56:25.594288,Approved
T0001798,U00580,M00093,D00409,IP00191,13500.83,2023-12-17T21:56:25.594296,Approved
T0001799,U00282,M00083,D00331,IP00145,2298.22,2024-04-15T21:56:25.594315,Approved
T0001800,U00124,M00029,D00450,IP00077,8992.2,2024-07-08T21:56:25.594323,Approved
T0001801,U00608,M00024,D00208,IP00795,5931.86,2024-09-13T21:56:25.594334,Declined
T0001802,U00113,M00030,D00085,IP00764,2237.71,2024-05-26T21:56:25.594342,Approved
T0001803,U00601,M00033,D00367,IP00896,12904.1,2024-01-23T21:56:25.594349,Approved
T0001804,U00306,M00018,D00013,IP00289,9002.68,2024-07-25T21:56:25.594357,Approved
T0001805,U00182,M00018,D00185,IP00253,11861.94,2024-04-13T21:56:25.594364,Approved
T0001806,U00156,M00013,D00485,IP00705,17366.36,2024-05-29T21:56:25.594372,Declined
T0001807,U00999,M00071,D00061,IP00048,3070.94,2024-07-01T21:56:25.594379,Approved
T0001808,U00052,M00092,D00346,IP00729,15901.4,2023-10-17T21:56:25.594387,Declined
T0001809,U00171,M00010,D00132,IP00500,15903.66,2024-01-23T21:56:25.594399,Approved
T0001810,U00276,M00068,D00169,IP00340,17953.06,2024-06-28T21:56:25.594407,Approved
T0001811,U00972,M00050,D00489,IP00405,1354.59,2024-05-30T21:56:25.594414,Approved
T0001812,U00110,M00097,D00022,IP00617,8150.93,2023-10-22T21:56:25.594421,Approved
T0001813,U00470,M00099,D00070,IP00715,6897.25,2024-01-15T21:56:25.594429,Declined
T0001814,U00533,M00040,D00243,IP00566,3565.4,2023-10-09T21:56:25.594437,Approved
T0001815,U00431,M00034,D00105,IP00084,12170.31,2024-01-06T21:56:25.594444,Approved
T0001816,U00432,M00031,D00295,IP00572,14958.08,2024-07-13T21:56:25.594454,Approved
T0001817,U00271,M00003,D00348,IP00928,12865.99,2024-06-17T21:56:25.594461,Approved
T0001818,U00403,M00098,D00113,IP00731,17220.04,2024-03-21T21:56:25.594469,Declined
T0001819,U00294,M00081,D00006,IP00929,2962.46,2024-03-14T21:56:25.594478,Approved
T0001820,U00088,M00081,D00248,IP00817,1015.39,2024-04-27T21:56:25.594485,Approved
T0001821,U00391,M00011,D00206,IP00807,1648.76,2024-05-24T21:56:25.594493,Approved
T0001822,U00444,M00021,D00278,IP00766,5037.96,2024-05-01T21:56:25.594500,Approved
T0001823,U00492,M00045,D00246,IP00719,14997.47,2024-01-13T21:56:25.594508,Approved
T0001824,U00368,M00009,D00239,IP00056,17806.36,2024-07-29T21:56:25.594515,Approved
T0001825,U00060,M00040,D00380,IP00715,16380.5,2024-06-06T21:56:25.594523,Declined
T0001826,U00468,M00086,D00382,IP00356,7293.56,2023-11-19T21:56:25.594530,Approved
T0001827,U00461,M00032,D00046,IP00678,16166.48,2024-08-19T21:56:25.594538,Declined
T0001828,U00569,M00036,D00002,IP00752,5021.32,2024-09-05T21:56:25.594547,Approved
T0001829,U00620,M00057,D00240,IP00068,16890.26,2024-07-31T21:56:25.594554,Flagged
T0001830,U00692,M00015,D00488,IP00273,15690.9,2024-04-27T21:56:25.594563,Approved
T0001831,U00824,M00008,D00132,IP00736,19785.93,2024-07-15T21:56:25.594571,Approved
T0001832,U00189,M00014,D00382,IP00923,3877.84,2024-09-29T21:56:25.594578,Approved
T0001833,U00329,M00048,D00117,IP00434,6365.61,2024-05-20T21:56:25.594585,Approved
T0001834,U00402,M00065,D00333,IP00892,203.21,2023-12-02T21:56:25.594593,Approved
T0001835,U00221,M00029,D00081,IP00985,6635.19,2024-09-12T21:56:25.594600,Approved
T0001836,U00468,M00094,D00039,IP00183,11118.61,2024-03-08T21:56:25.594607,Approved
T0001837,U00233,M00069,D00211,IP00918,6201.32,2024-09-27T21:56:25.594619,Declined
T0001838,U00863,M00044,D00198,IP00517,3414.22,2024-03-25T21:56:25.594626,Approved
T0001839,U00932,M00068,D00005,IP00974,4011.25,2024-05-19T21:56:25.594634,Approved
T0001840,U00993,M00022,D00333,IP00190,16287.46,2024-03-06T21:56:25.594641,Approved
T0001841,U00491,M00027,D00334,IP00812,10748.42,2024-01-06T21:56:25.594651,Approved
T0001842,U00365,M00096,D00115,IP00918,2093.08,2024-03-07T21:56:25.594658,Approved
T0001843,U00016,M00008,D00325,IP00056,19736.67,2024-03-10T21:56:25.594666,Approved
T0001844,U00200,M00012,D00112,IP00210,11860.64,2024-06-12T21:56:25.594673,Declined
T0001845,U00172,M00059,D00460,IP00967,16570.68,2023-10-13T21:56:25.594681,Approved
T0001846,U00783,M00067,D00480,IP00736,19980.77,2024-01-05T21:56:25.594688,Approved
T0001847,U00080,M00061,D00463,IP00582,7072.16,2023-12-27T21:56:25.594696,Approved
T0001848,U00860,M00008,D00269,IP00461,11738.47,2024-04-21T21:56:25.594705,Approved
T0001849,U00390,M00006,D00125,IP00535,2329.12,2024-01-06T21:56:25.594713,Approved
T0001850,U00954,M00003,D00424,IP00056,4351.46,2023-10-13T21:56:25.594720,Declined
T0001851,U00515,M00079,D00119,IP00341,15374.52,2024-02-11T21:56:25.594729,Approved
T0001852,U00303,M00052,D00391,IP00436,6682.8,2023-12-29T21:56:25.594737,Approved
T0001853,U00572,M00057,D00410,IP00028,17234.95,2024-06-30T21:56:25.594744,Approved
T0001854,U00973,M00078,D00038,IP00529,3199.84,2023-10-14T21:56:25.594752,Approved
T0001855,U00026,M00003,D00093,IP00491,13747.59,2024-06-30T21:56:25.594760,Approved
T0001856,U00506,M00085,D00420,IP00772,12856.53,2024-07-15T21:56:25.594767,Approved
T0001857,U00766,M00039,D00211,IP00002,8031.4,2024-05-02T21:56:25.594774,Approved
T0001858,U00082,M00069,D00052,IP00508,881.05,2024-08-18T21:56:25.594782,Approved
T0001859,U00099,M00085,D00095,IP00854,9921.94,2024-08-08T21:56:25.594789,Approved
T0001860,U00018,M00027,D00470,IP00182,19709.82,2024-04-03T21:56:25.594796,Declined
T0001861,U00790,M00083,D00095,IP00288,96.06,2024-09-10T21:56:25.594803,Approved
T0001862,U00112,M00004,D00283,IP00715,14553.57,2023-12-30T21:56:25.594813,Declined
T0001863,U00280,M00047,D00215,IP00307,1645.01,2024-02-10T21:56:25.594821,Approved
T0001864,U00365,M00003,D00449,IP00932,11555.4,2024-01-22T21:56:25.594828,Approved
T0001865,U00581,M00043,D00076,IP00090,5395.58,2024-04-12T21:56:25.594836,Approved
T0001866,U00674,M00088,D00169,IP00901,3103.77,2024-09-22T21:56:25.594843,Approved
T0001867,U00792,M00047,D00123,IP00525,6160.4,2024-09-16T21:56:25.594854,Approved
T0001868,U00102,M00097,D00127,IP00592,9934.23,2023-12-17T21:56:25.594861,Approved
T0001869,U00519,M00029,D00498,IP00057,18646.17,2024-07-13T21:56:25.594868,Approved
T0001870,U00528,M00050,D00317,IP00265,490.53,2024-02-15T21:56:25.594876,Approved
T0001871,U00647,M00020,D00494,IP00750,9514.92,2023-11-10T21:56:25.594883,Approved
T0001872,U00502,M00007,D00210,IP00908,16802.52,2023-12-14T21:56:25.594893,Approved
T0001873,U00121,M00017,D00203,IP00207,19965.22,2024-09-16T21:56:25.594900,Approved
T0001874,U00296,M00086,D00432,IP00673,14657.45,2024-05-21T21:56:25.594908,Approved
T0001875,U00380,M00050,D00225,IP00813,11387.5,2024-09-11T21:56:25.594915,Approved
T0001876,U00152,M00056,D00047,IP00153,6477.87,2024-03-18T21:56:25.594923,Approved
T0001877,U00477,M00080,D00225,IP00615,8458.24,2023-12-12T21:56:25.594930,Declined
T0001878,U00729,M00027,D00247,IP00706,14666.12,2024-03-23T21:56:25.594938,Approved
T0001879,U00975,M00085,D00383,IP00270,16371.49,2024-07-08T21:56:25.594945,Approved
T0001880,U00375,M00010,D00033,IP00496,5027.4,2023-12-09T21:56:25.594952,Approved
T0001881,U00182,M00010,D00431,IP00821,9818.28,2024-06-13T21:56:25.594960,Approved
T0001882,U00485,M00047,D00209,IP00645,17407.55,2024-09-03T21:56:25.594967,Declined
T0001883,U00258,M00041,D00481,IP00528,19974.51,2024-08-08T21:56:25.594975,Approved
T0001884,U00727,M00022,D00209,IP00950,5905.94,2024-04-19T21:56:25.594985,Declined
T0001885,U00299,M00039,D00031,IP00711,16633.9,2024-01-11T21:56:25.594992,Approved
T0001886,U00815,M00096,D00128,IP00145,8603.46,2024-03-31T21:56:25.595000,Approved
T0001887,U00168,M00084,D00183,IP00672,14546.84,2023-10-26T21:56:25.595009,Approved
T0001888,U00499,M00039,D00460,IP00894,14742.4,2023-11-05T21:56:25.595016,Approved
T0001889,U00025,M00081,D00192,IP00390,8207.37,2024-02-15T21:56:25.595024,Approved
T0001890,U00395,M00069,D00389,IP00117,5589.82,2023-11-06T21:56:25.595031,Declined
T0001891,U00017,M00088,D00317,IP00413,4883.4,2023-10-21T21:56:25.595038,Declined
T0001892,U00943,M00080,D00178,IP00393,16744.02,2024-06-08T21:56:25.595046,Approved
T0001893,U00484,M00034,D00227,IP00935,15439.44,2024-08-19T21:56:25.595053,Approved
T0001894,U00260,M00015,D00254,IP00056,15914.74,2024-04-12T21:56:25.595062,Approved
T0001895,U00648,M00000,D00425,IP00244,3767.39,2024-06-27T21:56:25.595069,Declined
T0001896,U00126,M00006,D00049,IP00528,17341.14,2024-05-24T21:56:25.595077,Approved
T0001897,U00076,M00041,D00040,IP00336,8686.69,2024-03-31T21:56:25.595084,Approved
T0001898,U00608,M00059,D00455,IP00902,14624.35,2024-09-09T21:56:25.595091,Declined
T0001899,U00665,M00079,D00087,IP00506,5934.17,2024-03-17T21:56:25.595099,Flagged
T0001900,U00794,M00040,D00426,IP00087,14561.53,2023-12-10T21:56:25.595106,Approved
T0001901,U00925,M00054,D00393,IP00241,19050.09,2024-06-24T21:56:25.595113,Approved
T0001902,U00866,M00041,D00035,IP00268,2649.15,2024-06-07T21:56:25.595121,Approved
T0001903,U00165,M00069,D00318,IP00679,2248.13,2024-08-30T21:56:25.595128,Approved
T0001904,U00361,M00033,D00357,IP00907,6917.39,2024-07-29T21:56:25.595137,Approved
T0001905,U00606,M00041,D00053,IP00738,9078.07,2024-07-28T21:56:25.595145,Declined
T0001906,U00100,M00097,D00407,IP00513,14565.82,2024-03-28T21:56:25.595154,Declined
T0001907,U00378,M00044,D00323,IP00942,16587.45,2024-01-04T21:56:25.595162,Declined
T0001908,U00606,M00016,D00052,IP00414,17634.95,2024-06-16T21:56:25.595169,Approved
T0001909,U00372,M00091,D00141,IP00305,9943.84,2024-04-24T21:56:25.595177,Declined
T0001910,U00624,M00006,D00039,IP00256,10045.41,2023-12-17T21:56:25.595184,Approved
T0001911,U00105,M00000,D00019,IP00980,2873.18,2024-02-12T21:56:25.595191,Approved
T0001912,U00196,M00043,D00013,IP00408,19660.88,2023-11-15T21:56:25.595199,Declined
T0001913,U00766,M00067,D00176,IP00124,7084.3,2024-02-13T21:56:25.595206,Approved
