id,user_id,merchant_id,device_id,ip_id,amount,timestamp,status,label
T0001529,U00128,M00005,D00224,IP00844,8163.46,2023-10-14T11:47:43.402953,Approved,FinancialRisk
T0001530,U00470,M00011,D00444,IP00107,7553.55,2024-04-02T11:47:43.402961,Approved,FinancialRisk
T0001531,U00034,M00088,D00083,IP00694,12265.63,2024-08-02T11:47:43.402968,Approved,FinancialRisk
T0001532,U00856,M00014,D00455,IP00561,13811.38,2024-03-23T11:47:43.402975,Approved,FinancialRisk
T0001533,U00335,M00098,D00419,IP00021,17892.35,2023-10-28T11:47:43.402985,Approved,FinancialRisk
T0001534,U00362,M00009,D00345,IP00096,10550.53,2024-08-08T11:47:43.402993,Approved,FinancialRisk
T0001535,U00291,M00070,D00499,IP00134,19523.41,2024-07-21T11:47:43.403000,Approved,FinancialRisk
T0001536,U00072,M00032,D00264,IP00991,3097.16,2023-10-18T11:47:43.403008,Approved,FinancialRisk
T0001537,U00826,M00019,D00177,IP00141,15494.94,2023-12-19T11:47:43.403015,Approved,FinancialRisk
T0001538,U00790,M00090,D00246,IP00846,7145.6,2023-11-15T11:47:43.403023,Approved,FinancialRisk
T0001539,U00961,M00014,D00169,IP00901,17624.56,2024-06-29T11:47:43.403030,Approved,FinancialRisk
T0001540,U00673,M00033,D00103,IP00799,14543.79,2023-12-07T11:47:43.403038,Approved,FinancialRisk
T0001541,U00652,M00029,D00215,IP00290,15961.55,2023-11-07T11:47:43.403045,Approved,FinancialRisk
T0001542,U00508,M00025,D00042,IP00379,14409.54,2024-01-05T11:47:43.403053,Approved,FinancialRisk
T0001543,U00072,M00079,D00317,IP00334,10864.95,2023-12-15T11:47:43.403060,Flagged,FinancialRisk
T0001544,U00548,M00026,D00029,IP00528,16903.75,2024-01-10T11:47:43.403070,Approved,FinancialRisk
T0001545,U00886,M00097,D00221,IP00352,7050.55,2024-06-29T11:47:43.403077,Flagged,FinancialRisk
T0001546,U00603,M00081,D00191,IP00155,10957.86,2023-10-21T11:47:43.403085,Approved,FinancialRisk
T0001547,U00432,M00035,D00413,IP00578,11043.17,2024-08-11T11:47:43.403094,Approved,FinancialRisk
T0001548,U00408,M00031,D00064,IP00684,15087.59,2024-03-08T11:47:43.403102,Approved,FinancialRisk
T0001549,U00465,M00082,D00452,IP00550,19054.23,2024-06-26T11:47:43.403109,Approved,FinancialRisk
T0001550,U00618,M00045,D00212,IP00160,2016.15,2023-10-30T11:47:43.403116,Approved,FinancialRisk
T0001551,U00737,M00004,D00180,IP00174,15527.55,2024-04-07T11:47:43.403124,Approved,FinancialRisk
T0001552,U00893,M00090,D00296,IP00920,1463.6,2024-03-11T11:47:43.403132,Approved,FinancialRisk
T0001553,U00578,M00084,D00231,IP00430,18991.39,2024-05-22T11:47:43.403139,Approved,FinancialRisk
T0001554,U00261,M00097,D00304,IP00390,13619.71,2024-08-26T11:47:43.403148,Approved,FinancialRisk
T0001555,U00785,M00085,D00243,IP00449,19531.96,2024-06-24T11:47:43.403156,Approved,FinancialRisk
T0001556,U00556,M00078,D00380,IP00815,13608.84,2023-12-29T11:47:43.403163,Approved,FinancialRisk
T0001557,U00518,M00077,D00124,IP00434,16153.1,2024-08-04T11:47:43.403170,Declined,FinancialRisk
T0001558,U00869,M00059,D00205,IP00621,6999.1,2023-12-02T11:47:43.403179,Approved,FinancialRisk
T0001559,U00267,M00060,D00417,IP00474,7168.97,2024-05-10T11:47:43.403186,Approved,FinancialRisk
T0001560,U00254,M00081,D00118,IP00714,10053.97,2024-05-08T11:47:43.403193,Flagged,FinancialRisk
T0001561,U00818,M00099,D00008,IP00838,17833.8,2024-08-14T11:47:43.403200,Approved,FinancialRisk
T0001562,U00037,M00077,D00481,IP00653,5775.98,2023-11-23T11:47:43.403208,Approved,FinancialRisk
T0001563,U00103,M00031,D00408,IP00444,2483.44,2024-03-06T11:47:43.403215,Declined,FinancialRisk
T0001564,U00803,M00069,D00112,IP00168,1916.36,2023-12-25T11:47:43.403224,Approved,FinancialRisk
T0001565,U00868,M00065,D00461,IP00909,8235.51,2024-05-29T11:47:43.403234,Declined,FinancialRisk
T0001566,U00903,M00082,D00052,IP00291,19851.03,2024-03-22T11:47:43.403242,Approved,FinancialRisk
T0001567,U00708,M00050,D00285,IP00044,14433.62,2023-11-16T11:47:43.403252,Approved,FinancialRisk
T0001568,U00767,M00046,D00291,IP00925,1808.32,2024-03-16T11:47:43.403259,Declined,FinancialRisk
T0001569,U00159,M00072,D00172,IP00735,5767.97,2024-01-05T11:47:43.403266,Approved,FinancialRisk
T0001570,U00203,M00043,D00271,IP00325,14485.61,2024-03-14T11:47:43.403274,Approved,FinancialRisk
T0001571,U00536,M00050,D00077,IP00477,10973.61,2024-05-23T11:47:43.403281,Approved,FinancialRisk
T0001572,U00904,M00004,D00113,IP00768,14558.99,2023-11-25T11:47:43.403289,Approved,FinancialRisk
T0001573,U00467,M00052,D00211,IP00791,14623.87,2024-05-03T11:47:43.403296,Approved,FinancialRisk
T0001574,U00376,M00052,D00334,IP00861,8321.32,2024-07-29T11:47:43.403303,Approved,FinancialRisk
T0001575,U00756,M00096,D00187,IP00892,8656.73,2024-03-07T11:47:43.403331,Approved,FinancialRisk
T0001576,U00919,M00013,D00077,IP00331,11260.78,2024-07-27T11:47:43.403339,Approved,FinancialRisk
T0001577,U00620,M00098,D00276,IP00633,3889.0,2023-11-17T11:47:43.403346,Approved,FinancialRisk
T0001578,U00596,M00060,D00316,IP00672,16141.38,2023-11-23T11:47:43.403354,Approved,FinancialRisk
T0001579,U00820,M00011,D00085,IP00151,2050.76,2023-10-26T11:47:43.403361,Declined,FinancialRisk
T0001580,U00629,M00023,D00405,IP00884,8568.53,2023-12-03T11:47:43.403369,Approved,FinancialRisk
T0001581,U00019,M00020,D00346,IP00124,2774.86,2023-10-12T11:47:43.403376,Approved,FinancialRisk
T0001582,U00534,M00017,D00468,IP00323,5468.37,2023-12-26T11:47:43.403383,Approved,FinancialRisk
T0001583,U00292,M00016,D00077,IP00687,17657.21,2024-01-06T11:47:43.403391,Approved,FinancialRisk
T0001584,U00869,M00083,D00426,IP00513,19118.77,2024-06-23T11:47:43.403398,Approved,FinancialRisk
T0001585,U00703,M00097,D00332,IP00377,2244.69,2024-08-03T11:47:43.403407,Approved,FinancialRisk
T0001586,U00618,M00042,D00143,IP00417,15388.08,2024-09-01T11:47:43.403426,Approved,FinancialRisk
T0001587,U00988,M00027,D00062,IP00712,18553.32,2024-05-30T11:47:43.403433,Approved,FinancialRisk
T0001588,U00615,M00055,D00080,IP00129,9519.5,2023-11-10T11:47:43.403441,Approved,FinancialRisk
T0001589,U00104,M00031,D00072,IP00875,8355.05,2024-05-15T11:47:43.403448,Approved,FinancialRisk
T0001590,U00949,M00052,D00256,IP00700,12952.56,2023-10-07T11:47:43.403455,Approved,FinancialRisk
T0001591,U00009,M00087,D00268,IP00518,7991.4,2024-06-16T11:47:43.403463,Approved,FinancialRisk
T0001592,U00606,M00029,D00230,IP00733,19936.83,2024-01-01T11:47:43.403470,Approved,FinancialRisk
T0001593,U00057,M00037,D00247,IP00341,8392.53,2024-06-17T11:47:43.403478,Approved,FinancialRisk
T0001594,U00807,M00074,D00488,IP00499,7326.37,2023-11-04T11:47:43.403485,Approved,FinancialRisk
T0001595,U00556,M00034,D00253,IP00357,4346.05,2023-11-21T11:47:43.403493,Approved,FinancialRisk
T0001596,U00894,M00020,D00005,IP00677,12809.6,2024-09-13T11:47:43.403500,Approved,FinancialRisk
T0001597,U00632,M00022,D00388,IP00300,13834.86,2024-01-11T11:47:43.403541,Approved,FinancialRisk
T0001598,U00528,M00067,D00009,IP00369,6707.25,2024-04-23T11:47:43.403549,Approved,FinancialRisk
T0001599,U00826,M00042,D00118,IP00815,14683.77,2023-11-02T11:47:43.403556,Approved,FinancialRisk
T0001600,U00186,M00088,D00177,IP00489,14278.17,2024-06-14T11:47:43.403563,Approved,FinancialRisk
T0001601,U00010,M00070,D00313,IP00172,10590.09,2024-07-29T11:47:43.403570,Approved,FinancialRisk
T0001602,U00271,M00028,D00119,IP00879,17734.79,2024-01-11T11:47:43.403578,Approved,FinancialRisk
T0001603,U00533,M00023,D00039,IP00020,1867.71,2024-01-14T11:47:43.403585,Approved,FinancialRisk
T0001604,U00228,M00029,D00011,IP00772,7138.43,2023-11-01T11:47:43.403593,Approved,FinancialRisk
T0001605,U00630,M00007,D00470,IP00343,58.92,2024-06-30T11:47:43.403600,Approved,FinancialRisk
T0001606,U00321,M00070,D00157,IP00647,16536.87,2024-02-04T11:47:43.403610,Approved,FinancialRisk
T0001607,U00631,M00058,D00049,IP00769,4361.02,2024-09-10T11:47:43.403620,Approved,FinancialRisk
T0001608,U00245,M00079,D00155,IP00561,1132.49,2024-02-23T11:47:43.403628,Declined,FinancialRisk
T0001609,U00036,M00052,D00051,IP00693,13486.75,2024-04-07T11:47:43.403635,Approved,FinancialRisk
T0001610,U00871,M00015,D00323,IP00873,6906.53,2024-08-10T11:47:43.403643,Approved,FinancialRisk
T0001611,U00348,M00056,D00498,IP00322,2107.1,2024-03-07T11:47:43.403650,Approved,FinancialRisk
T0001612,U00384,M00094,D00312,IP00832,10801.41,2023-10-29T11:47:43.403657,Approved,FinancialRisk
T0001613,U00625,M00072,D00069,IP00128,6737.6,2024-09-30T11:47:43.403665,Approved,FinancialRisk
T0001614,U00510,M00087,D00049,IP00367,15068.36,2024-07-13T11:47:43.403672,Approved,FinancialRisk
T0001615,U00465,M00004,D00297,IP00890,10974.8,2024-06-24T11:47:43.403682,Declined,FinancialRisk
T0001616,U00511,M00064,D00439,IP00833,12258.65,2023-10-18T11:47:43.403689,Approved,FinancialRisk
T0001617,U00342,M00021,D00057,IP00700,9143.24,2023-10-27T11:47:43.403696,Approved,FinancialRisk
T0001618,U00037,M00048,D00275,IP00589,801.91,2024-07-07T11:47:43.403706,Declined,FinancialRisk
T0001619,U00950,M00045,D00287,IP00431,8179.81,2024-01-12T11:47:43.403713,Flagged,FinancialRisk
T0001620,U00490,M00092,D00040,IP00074,11321.74,2024-07-08T11:47:43.403720,Approved,FinancialRisk
T0001621,U00024,M00040,D00048,IP00944,16557.1,2024-06-27T11:47:43.403728,Declined,FinancialRisk
T0001622,U00324,M00072,D00289,IP00439,7765.35,2023-12-18T11:47:43.403738,Approved,FinancialRisk
T0001623,U00786,M00037,D00137,IP00108,10888.3,2023-12-07T11:47:43.403745,Approved,FinancialRisk
T0001624,U00244,M00053,D00220,IP00551,6038.23,2023-11-07T11:47:43.403752,Approved,FinancialRisk
T0001625,U00976,M00029,D00362,IP00609,19710.89,2024-06-16T11:47:43.403762,Approved,FinancialRisk
T0001626,U00924,M00030,D00002,IP00884,15000.97,2024-08-17T11:47:43.403769,Approved,FinancialRisk
T0001627,U00165,M00089,D00148,IP00193,4869.0,2024-05-12T11:47:43.403777,Approved,FinancialRisk
T0001628,U00273,M00069,D00421,IP00800,16110.27,2024-05-03T11:47:43.403784,Approved,FinancialRisk
T0001629,U00012,M00014,D00115,IP00214,3436.07,2024-08-30T11:47:43.403794,Declined,FinancialRisk
T0001630,U00858,M00082,D00433,IP00118,12127.19,2024-05-15T11:47:43.403801,Approved,FinancialRisk
T0001631,U00575,M00084,D00397,IP00987,15710.51,2024-06-27T11:47:43.403808,Declined,FinancialRisk
T0001632,U00463,M00057,D00194,IP00164,9615.08,2024-01-06T11:47:43.403815,Approved,FinancialRisk
T0001633,U00179,M00038,D00148,IP00162,313.46,2024-09-22T11:47:43.403823,Approved,FinancialRisk
T0001634,U00601,M00063,D00016,IP00429,15491.4,2024-09-01T11:47:43.403830,Approved,FinancialRisk
T0001635,U00955,M00050,D00121,IP00383,3031.02,2024-02-14T11:47:43.403838,Approved,FinancialRisk
T0001636,U00536,M00041,D00174,IP00324,18898.53,2024-08-23T11:47:43.403845,Declined,FinancialRisk
T0001637,U00678,M00093,D00010,IP00423,11846.46,2024-07-09T11:47:43.403852,Approved,FinancialRisk
T0001638,U00099,M00054,D00444,IP00273,8889.37,2024-05-19T11:47:43.403860,Approved,FinancialRisk
T0001639,U00584,M00011,D00454,IP00592,14077.7,2024-02-01T11:47:43.403869,Approved,FinancialRisk
T0001640,U00870,M00094,D00394,IP00166,380.6,2024-04-01T11:47:43.403877,Approved,FinancialRisk
T0001641,U00557,M00009,D00433,IP00120,12906.74,2024-03-10T11:47:43.403884,Approved,FinancialRisk
T0001642,U00182,M00046,D00103,IP00674,11913.02,2024-05-30T11:47:43.403891,Approved,FinancialRisk
T0001643,U00114,M00045,D00390,IP00743,17575.47,2024-01-02T11:47:43.403898,Approved,FinancialRisk
T0001644,U00383,M00046,D00083,IP00671,14354.11,2024-07-07T11:47:43.403906,Approved,FinancialRisk
T0001645,U00057,M00028,D00012,IP00002,15860.39,2023-10-08T11:47:43.403915,Approved,FinancialRisk
T0001646,U00830,M00020,D00072,IP00208,19980.87,2023-12-12T11:47:43.403923,Approved,FinancialRisk
T0001647,U00697,M00037,D00237,IP00246,10696.69,2023-12-26T11:47:43.403930,Approved,FinancialRisk
T0001648,U00707,M00021,D00269,IP00786,1409.12,2024-07-16T11:47:43.403937,Approved,FinancialRisk
T0001649,U00650,M00093,D00023,IP00619,9557.72,2024-02-01T11:47:43.403945,Approved,FinancialRisk
T0001650,U00502,M00015,D00252,IP00600,10755.87,2023-12-27T11:47:43.403954,Approved,FinancialRisk
T0001651,U00348,M00004,D00163,IP00312,6470.79,2024-03-27T11:47:43.403961,Approved,FinancialRisk
T0001652,U00145,M00024,D00395,IP00653,15625.68,2024-09-04T11:47:43.403969,Approved,FinancialRisk
T0001653,U00883,M00049,D00020,IP00690,3796.82,2024-02-09T11:47:43.403976,Approved,FinancialRisk
T0001654,U00581,M00044,D00362,IP00480,15194.88,2023-12-07T11:47:43.403983,Declined,FinancialRisk
T0001655,U00698,M00071,D00323,IP00421,13744.51,2023-12-16T11:47:43.403991,Approved,FinancialRisk
T0001656,U00737,M00070,D00288,IP00623,5668.65,2024-05-09T11:47:43.403998,Approved,FinancialRisk
T0001657,U00376,M00003,D00012,IP00932,15583.5,2024-07-18T11:47:43.404006,Approved,FinancialRisk
T0001658,U00578,M00088,D00423,IP00621,2773.35,2024-09-20T11:47:43.404013,Approved,FinancialRisk
T0001659,U00760,M00029,D00043,IP00118,1046.0,2024-03-05T11:47:43.404020,Approved,FinancialRisk
T0001660,U00036,M00058,D00133,IP00475,4729.32,2024-08-31T11:47:43.404030,Declined,FinancialRisk
T0001661,U00527,M00009,D00380,IP00099,809.23,2024-01-14T11:47:43.404037,Approved,FinancialRisk
T0001662,U00104,M00056,D00496,IP00736,13563.23,2024-06-23T11:47:43.404045,Approved,FinancialRisk
T0001663,U00205,M00054,D00409,IP00767,13906.71,2024-02-22T11:47:43.404052,Declined,FinancialRisk
T0001664,U00517,M00073,D00402,IP00990,1911.49,2024-06-02T11:47:43.404062,Approved,FinancialRisk
T0001665,U00458,M00074,D00134,IP00141,5204.04,2024-03-28T11:47:43.404069,Approved,FinancialRisk
T0001666,U00252,M00098,D00400,IP00493,17095.77,2024-03-15T11:47:43.404079,Approved,FinancialRisk
T0001667,U00696,M00001,D00377,IP00078,6220.49,2024-03-19T11:47:43.404086,Approved,FinancialRisk
T0001668,U00652,M00043,D00167,IP00079,16417.13,2024-07-02T11:47:43.404093,Approved,FinancialRisk
T0001669,U00113,M00096,D00121,IP00040,8366.61,2024-03-21T11:47:43.404100,Approved,FinancialRisk
T0001670,U00369,M00080,D00439,IP00495,9002.04,2024-08-07T11:47:43.404108,Approved,FinancialRisk
T0001671,U00323,M00044,D00232,IP00110,2769.74,2024-01-06T11:47:43.404122,Approved,FinancialRisk
T0001672,U00856,M00048,D00144,IP00258,10549.06,2024-05-23T11:47:43.404130,Approved,FinancialRisk
T0001673,U00112,M00042,D00384,IP00908,10764.0,2024-01-23T11:47:43.404137,Approved,FinancialRisk
T0001674,U00724,M00073,D00134,IP00409,5656.61,2023-12-29T11:47:43.404145,Approved,FinancialRisk
T0001675,U00053,M00051,D00113,IP00904,8204.14,2024-07-10T11:47:43.404152,Approved,FinancialRisk
T0001676,U00666,M00071,D00302,IP00121,17056.79,2024-06-26T11:47:43.404159,Approved,FinancialRisk
T0001677,U00572,M00026,D00354,IP00023,3150.89,2024-01-20T11:47:43.404167,Declined,FinancialRisk
T0001678,U00304,M00071,D00276,IP00603,6791.45,2024-07-26T11:47:43.404174,Approved,FinancialRisk
T0001679,U00410,M00076,D00354,IP00821,3651.38,2024-05-01T11:47:43.404212,Approved,FinancialRisk
T0001680,U00242,M00084,D00277,IP00339,9153.87,2024-06-30T11:47:43.404219,Approved,FinancialRisk
T0001681,U00410,M00026,D00192,IP00008,19757.02,2024-07-11T11:47:43.404226,Approved,FinancialRisk
T0001682,U00563,M00050,D00469,IP00034,6096.71,2024-08-10T11:47:43.404236,Approved,FinancialRisk
T0001683,U00517,M00017,D00210,IP00281,19839.93,2024-02-26T11:47:43.404243,Approved,FinancialRisk
T0001684,U00647,M00062,D00048,IP00819,5001.99,2024-06-15T11:47:43.404253,Approved,FinancialRisk
T0001685,U00208,M00037,D00407,IP00861,4260.75,2023-12-01T11:47:43.404261,Declined,FinancialRisk
T0001686,U00229,M00039,D00422,IP00968,8308.33,2023-11-28T11:47:43.404268,Declined,FinancialRisk
T0001687,U00192,M00091,D00075,IP00453,4814.35,2024-01-15T11:47:43.404276,Approved,FinancialRisk
T0001688,U00698,M00005,D00035,IP00949,13362.64,2024-02-08T11:47:43.404283,Approved,FinancialRisk
T0001689,U00197,M00089,D00056,IP00783,8145.43,2024-03-09T11:47:43.404290,Approved,FinancialRisk
T0001690,U00843,M00019,D00154,IP00982,596.19,2024-08-21T11:47:43.404298,Approved,FinancialRisk
T0001691,U00677,M00016,D00045,IP00261,4843.62,2024-09-25T11:47:43.404305,Approved,FinancialRisk
T0001692,U00530,M00085,D00328,IP00004,4593.52,2024-08-06T11:47:43.404325,Approved,FinancialRisk
T0001693,U00467,M00065,D00159,IP00501,10178.87,2024-07-02T11:47:43.404333,Approved,FinancialRisk
T0001694,U00663,M00065,D00002,IP00144,17898.97,2023-11-20T11:47:43.404340,Approved,FinancialRisk
T0001695,U00507,M00064,D00268,IP00187,13022.84,2024-01-12T11:47:43.404347,Declined,FinancialRisk
T0001696,U00643,M00060,D00014,IP00224,17855.16,2024-07-31T11:47:43.404355,Approved,FinancialRisk
T0001697,U00621,M00054,D00180,IP00777,13912.1,2023-10-16T11:47:43.404362,Approved,FinancialRisk
T0001698,U00928,M00036,D00391,IP00551,9054.03,2024-09-23T11:47:43.404369,Flagged,FinancialRisk
T0001699,U00231,M00033,D00128,IP00182,7311.75,2024-01-11T11:47:43.404377,Approved,FinancialRisk
T0001700,U00021,M00021,D00060,IP00129,3349.36,2024-02-13T11:47:43.404384,Approved,FinancialRisk
T0001701,U00402,M00032,D00321,IP00267,14600.31,2024-03-04T11:47:43.404392,Approved,FinancialRisk
T0001702,U00970,M00087,D00110,IP00426,19234.9,2024-07-27T11:47:43.404399,Approved,FinancialRisk
T0001703,U00530,M00092,D00243,IP00210,2334.15,2024-05-06T11:47:43.404561,Approved,FinancialRisk
T0001704,U00105,M00065,D00417,IP00443,5378.6,2024-08-05T11:47:43.404569,Approved,FinancialRisk
T0001705,U00812,M00007,D00089,IP00089,4138.48,2024-08-05T11:47:43.404576,Declined,FinancialRisk
T0001706,U00170,M00090,D00311,IP00718,8980.66,2023-11-22T11:47:43.404584,Declined,FinancialRisk
T0001707,U00451,M00029,D00182,IP00079,13345.83,2024-06-19T11:47:43.404591,Approved,FinancialRisk
T0001708,U00654,M00004,D00367,IP00289,19118.37,2024-01-23T11:47:43.404599,Declined,FinancialRisk
T0001709,U00781,M00075,D00218,IP00549,8347.92,2024-04-21T11:47:43.404606,Approved,FinancialRisk
T0001710,U00346,M00055,D00280,IP00640,2051.45,2024-03-12T11:47:43.404614,Approved,FinancialRisk
T0001711,U00112,M00056,D00195,IP00744,6106.48,2024-03-23T11:47:43.404621,Approved,FinancialRisk
T0001712,U00618,M00031,D00327,IP00790,13312.69,2024-03-09T11:47:43.404628,Declined,FinancialRisk
T0001713,U00367,M00037,D00264,IP00634,4200.83,2024-04-17T11:47:43.404636,Approved,FinancialRisk
T0001714,U00730,M00079,D00181,IP00225,7894.67,2024-05-20T11:47:43.404645,Approved,FinancialRisk
T0001715,U00938,M00046,D00491,IP00930,17584.74,2024-10-02T11:47:43.404653,Approved,FinancialRisk
T0001716,U00106,M00048,D00187,IP00334,6304.87,2024-05-19T11:47:43.404660,Approved,FinancialRisk
T0001717,U00974,M00043,D00218,IP00115,14214.9,2024-10-04T11:47:43.404668,Approved,FinancialRisk
T0001718,U00036,M00063,D00296,IP00156,2787.75,2024-06-16T11:47:43.404678,Approved,FinancialRisk
T0001719,U00915,M00062,D00353,IP00454,3277.58,2024-06-29T11:47:43.404686,Approved,FinancialRisk
T0001720,U00893,M00050,D00282,IP00806,15246.16,2024-05-28T11:47:43.404693,Declined,FinancialRisk
T0001721,U00621,M00069,D00436,IP00709,5425.39,2023-11-21T11:47:43.404700,Approved,FinancialRisk
T0001722,U00631,M00050,D00439,IP00251,19219.56,2024-03-21T11:47:43.404708,Approved,FinancialRisk
T0001723,U00914,M00042,D00201,IP00243,13938.26,2023-10-17T11:47:43.404717,Approved,FinancialRisk
T0001724,U00506,M00035,D00061,IP00774,14071.14,2024-05-28T11:47:43.404726,Approved,FinancialRisk
T0001725,U00366,M00011,D00072,IP00675,12700.47,2024-07-22T11:47:43.404734,Approved,FinancialRisk
T0001726,U00494,M00097,D00105,IP00882,11928.04,2024-03-16T11:47:43.404741,Declined,FinancialRisk
T0001727,U00176,M00062,D00496,IP00334,4662.3,2024-05-23T11:47:43.404748,Approved,FinancialRisk
T0001728,U00511,M00088,D00210,IP00053,13724.21,2024-04-10T11:47:43.404756,Approved,FinancialRisk
T0001729,U00391,M00037,D00473,IP00797,19797.01,2023-10-05T11:47:43.404763,Approved,FinancialRisk
T0001730,U00034,M00053,D00074,IP00759,7109.11,2024-04-27T11:47:43.404770,Approved,FinancialRisk
T0001731,U00307,M00053,D00100,IP00578,7571.87,2023-11-06T11:47:43.404778,Approved,FinancialRisk
T0001732,U00355,M00060,D00291,IP00011,18442.8,2024-09-07T11:47:43.404785,Approved,FinancialRisk
T0001733,U00846,M00025,D00274,IP00469,1889.88,2024-01-29T11:47:43.404792,Approved,FinancialRisk
T0001734,U00553,M00000,D00089,IP00229,15685.63,2024-04-29T11:47:43.404799,Approved,FinancialRisk
T0001735,U00228,M00071,D00226,IP00957,5080.77,2024-08-28T11:47:43.404808,Declined,FinancialRisk
T0001736,U00534,M00089,D00492,IP00531,18821.62,2024-09-06T11:47:43.404816,Approved,FinancialRisk
T0001737,U00381,M00047,D00122,IP00782,6104.29,2024-06-07T11:47:43.404823,Approved,FinancialRisk
T0001738,U00519,M00026,D00322,IP00369,16108.03,2024-05-22T11:47:43.404831,Approved,FinancialRisk
T0001739,U00693,M00064,D00239,IP00292,16266.24,2024-01-20T11:47:43.404838,Approved,FinancialRisk
T0001740,U00988,M00044,D00278,IP00234,2301.93,2024-01-28T11:47:43.404845,Approved,FinancialRisk
T0001741,U00098,M00023,D00215,IP00311,16380.66,2023-12-26T11:47:43.404853,Approved,FinancialRisk
T0001742,U00970,M00010,D00393,IP00839,19478.84,2024-04-28T11:47:43.404862,Approved,FinancialRisk
T0001743,U00053,M00071,D00297,IP00455,3824.98,2024-04-17T11:47:43.404870,Approved,FinancialRisk
T0001744,U00169,M00043,D00040,IP00502,16397.9,2024-07-04T11:47:43.404877,Approved,FinancialRisk
T0001745,U00491,M00024,D00055,IP00710,15590.1,2024-09-09T11:47:43.404886,Declined,FinancialRisk
T0001746,U00944,M00042,D00241,IP00765,11886.39,2024-07-25T11:47:43.404893,Approved,FinancialRisk
T0001747,U00903,M00001,D00151,IP00122,17086.08,2024-06-10T11:47:43.404901,Approved,FinancialRisk
T0001748,U00196,M00004,D00226,IP00608,17321.49,2024-08-09T11:47:43.404908,Approved,FinancialRisk
T0001749,U00647,M00081,D00086,IP00048,775.96,2024-04-17T11:47:43.404916,Approved,FinancialRisk
T0001750,U00963,M00003,D00078,IP00960,7637.25,2023-11-29T11:47:43.404923,Flagged,FinancialRisk
T0001751,U00823,M00041,D00225,IP00309,19438.23,2024-06-30T11:47:43.404955,Declined,FinancialRisk
T0001752,U00773,M00051,D00433,IP00757,6779.52,2024-04-07T11:47:43.404963,Approved,FinancialRisk
T0001753,U00594,M00062,D00405,IP00673,5121.1,2023-11-29T11:47:43.404971,Approved,FinancialRisk
T0001754,U00378,M00005,D00360,IP00133,597.7,2023-10-06T11:47:43.404978,Approved,FinancialRisk
T0001755,U00815,M00022,D00272,IP00907,5981.36,2024-06-23T11:47:43.404985,Approved,FinancialRisk
T0001756,U00186,M00086,D00391,IP00304,6540.57,2024-04-07T11:47:43.405018,Approved,FinancialRisk
T0001757,U00184,M00065,D00382,IP00131,9856.64,2024-08-16T11:47:43.405046,Approved,FinancialRisk
T0001758,U00967,M00003,D00176,IP00498,1038.08,2024-03-04T11:47:43.405063,Approved,FinancialRisk
T0001759,U00678,M00065,D00228,IP00566,1260.28,2024-06-22T11:47:43.405071,Approved,FinancialRisk
T0001760,U00971,M00004,D00098,IP00094,6149.26,2024-03-28T11:47:43.405079,Approved,FinancialRisk
T0001761,U00513,M00064,D00287,IP00295,16548.46,2023-11-10T11:47:43.405087,Approved,FinancialRisk
T0001762,U00537,M00068,D00240,IP00012,5816.3,2024-03-25T11:47:43.405100,Approved,FinancialRisk
T0001763,U00891,M00082,D00277,IP00226,13665.96,2023-11-27T11:47:43.405107,Approved,FinancialRisk
T0001764,U00682,M00041,D00058,IP00001,13971.46,2024-04-02T11:47:43.405115,Approved,FinancialRisk
T0001765,U00052,M00041,D00451,IP00709,11607.98,2023-11-20T11:47:43.405123,Approved,FinancialRisk
T0001766,U00302,M00028,D00482,IP00109,10484.46,2023-12-21T11:47:43.405130,Approved,FinancialRisk
T0001767,U00072,M00064,D00244,IP00255,1543.91,2024-06-14T11:47:43.405140,Declined,FinancialRisk
T0001768,U00336,M00023,D00234,IP00665,6292.6,2024-03-04T11:47:43.405150,Approved,FinancialRisk
T0001769,U00207,M00031,D00300,IP00981,10044.65,2024-07-07T11:47:43.405162,Approved,FinancialRisk
T0001770,U00198,M00074,D00212,IP00200,19592.38,2024-01-28T11:47:43.405169,Approved,FinancialRisk
T0001771,U00102,M00067,D00111,IP00141,17428.8,2023-10-25T11:47:43.405177,Approved,FinancialRisk
T0001772,U00461,M00066,D00290,IP00526,9041.38,2024-01-31T11:47:43.405197,Approved,FinancialRisk
T0001773,U00387,M00054,D00271,IP00842,7289.04,2023-12-02T11:47:43.405213,Approved,FinancialRisk
T0001774,U00136,M00069,D00453,IP00460,17784.67,2024-09-30T11:47:43.405225,Declined,FinancialRisk
T0001775,U00010,M00018,D00457,IP00457,717.39,2024-06-22T11:47:43.405233,Approved,FinancialRisk
T0001776,U00723,M00015,D00414,IP00866,16945.88,2024-05-09T11:47:43.405240,Approved,FinancialRisk
T0001777,U00670,M00002,D00094,IP00168,2639.03,2024-09-14T11:47:43.405251,Approved,FinancialRisk
T0001778,U00173,M00039,D00230,IP00888,18503.04,2023-12-27T11:47:43.405281,Declined,FinancialRisk
T0001779,U00256,M00013,D00025,IP00628,4648.73,2024-02-25T11:47:43.405309,Approved,FinancialRisk
T0001780,U00683,M00063,D00397,IP00572,9111.09,2023-12-13T11:47:43.405318,Approved,FinancialRisk
T0001781,U00897,M00014,D00490,IP00701,8945.9,2024-07-17T11:47:43.405342,Approved,FinancialRisk
T0001782,U00734,M00006,D00083,IP00565,18989.63,2024-08-25T11:47:43.405350,Approved,FinancialRisk
